time;cumfrac
49.33333333;0
49.5;0
49.66666667;0
49.83333333;0
50;0
50.16666667;0
50.33333333;0
50.5;0
50.66666667;0
50.83333333;0
51;0
51.16666667;0
51.33333333;0
51.5;0
51.66666667;0
51.83333333;0
52;0
52.16666667;0
52.33333333;0
52.5;0
52.66666667;0
52.83333333;0
53;0
53.16666667;0
53.33333333;0
53.5;0
53.66666667;0
53.83333333;0
54;0
54.16666667;0
54.33333333;0
54.5;0
54.66666667;0
54.83333333;0
55;0
55.16666667;0
55.33333333;0
55.5;0
55.66666667;0
55.83333333;0
56;0
56.16666667;0
56.33333333;0
56.5;0
56.66666667;0
56.83333333;0
57;0
57.16666667;0
57.33333333;0
57.5;0
57.66666667;0
57.83333333;0
58;0
58.16666667;0
58.33333333;0
58.5;0
58.66666667;0
58.83333333;0
59;0
59.16666667;0
59.33333333;0
59.5;0
59.66666667;0
59.83333333;0
60;0
60.16666667;0
60.33333333;0
60.5;0
60.66666667;0
60.83333333;0
61;0
61.16666667;0
61.33333333;0
61.5;0
61.66666667;0
61.83333333;0
62;0
62.16666667;0
62.33333333;0
62.5;0
62.66666667;0
62.83333333;0
63;0
63.16666667;0
63.33333333;0
63.5;0
63.66666667;0
63.83333333;0
64;0
64.16666667;0
64.33333333;0
64.5;0
64.66666667;0
64.83333333;0
65;0
65.16666667;0
65.33333333;0
65.5;0
65.66666667;0
65.83333333;0
66;0
66.16666667;0
66.33333333;0
66.5;0
66.66666667;0
66.83333333;0
67;0
67.16666667;0
67.33333333;0
67.5;0
67.66666667;0
67.83333333;0
68;0
68.16666667;0
68.33333333;0
68.5;0
68.66666667;0
68.83333333;0
69;0
69.16666667;0
69.33333333;0
69.5;0
69.66666667;0
69.83333333;0
70;0
70.16666667;0
70.33333333;0
70.5;0
70.66666667;0
70.83333333;0
71;0
71.16666667;0
71.33333333;0
71.5;0
71.66666667;0
71.83333333;0
72;0
72.16666667;0
72.33333333;0
72.5;0
72.66666667;0
72.83333333;0
73;0
73.16666667;0
73.33333333;0
73.5;0
73.66666667;0
73.83333333;0
74;0
74.16666667;0
74.33333333;0
74.5;0
74.66666667;0
74.83333333;0
75;0
75.16666667;0
75.33333333;0
75.5;0
75.66666667;0
75.83333333;0
76;0
76.16666667;0
76.33333333;0
76.5;0
76.66666667;0
76.83333333;0
77;0
77.16666667;0
77.33333333;0
77.5;0
77.66666667;0
77.83333333;0
78;0
78.16666667;0
78.33333333;0
78.5;0
78.66666667;0
78.83333333;0
79;0
79.16666667;0
79.33333333;0
79.5;0
79.66666667;0
79.83333333;0
80;0
80.16666667;0
80.33333333;0
80.5;0
80.66666667;0
80.83333333;0
81;0
81.16666667;0
81.33333333;0
81.5;0
81.66666667;0
81.83333333;0
82;0
82.16666667;0
82.33333333;0
82.5;0
82.66666667;0
82.83333333;0
83;0
83.16666667;0
83.33333333;0
83.5;0
83.66666667;0
83.83333333;0
84;0
84.16666667;0
84.33333333;0
84.5;0
84.66666667;0
84.83333333;0
85;0
85.16666667;0
85.33333333;0
85.5;0
85.66666667;0
85.83333333;0
86;0
86.16666667;0
86.33333333;0
86.5;0
86.66666667;0
86.83333333;0
87;0
87.16666667;0
87.33333333;0
87.5;0
87.66666667;0
87.83333333;0
88;0
88.16666667;0
88.33333333;0
88.5;0
88.66666667;0
88.83333333;0
89;0
89.16666667;0
89.33333333;0
89.5;0
89.66666667;0
89.83333333;0
90;0
90.16666667;0
90.33333333;0
90.5;0
90.66666667;0
90.83333333;0
91;0
91.16666667;0
91.33333333;0
91.5;0
91.66666667;0
91.83333333;0
92;0
92.16666667;0
92.33333333;0
92.5;0
92.66666667;0
92.83333333;0
93;0
93.16666667;0
93.33333333;0
93.5;0
93.66666667;0
93.83333333;0
94;0
94.16666667;0
94.33333333;0
94.5;0
94.66666667;0
94.83333333;0
95;0
95.16666667;0
95.33333333;0
95.5;0
95.66666667;0
95.83333333;0
96;0
96.16666667;0
96.33333333;0
96.5;0
96.66666667;0
96.83333333;0
97;0
97.16666667;0
97.33333333;0
97.5;0
97.66666667;0
97.83333333;0
98;0
98.16666667;0
98.33333333;0
98.5;0
98.66666667;0
98.83333333;0
99;0
99.16666667;0
99.33333333;0
99.5;0
99.66666667;0
99.83333333;0
100;0
100.1666667;0
100.3333333;0
100.5;0
100.6666667;0
100.8333333;0
101;0
101.1666667;0
101.3333333;0
101.5;0
101.6666667;0
101.8333333;0
102;0
102.1666667;0
102.3333333;0
102.5;0
102.6666667;0
102.8333333;0
103;0
103.1666667;0
103.3333333;0
103.5;0
103.6666667;0
103.8333333;0
104;0
104.1666667;0
104.3333333;0
104.5;0
104.6666667;0
104.8333333;0
105;0
105.1666667;0
105.3333333;0
105.5;0
105.6666667;0
105.8333333;0
106;0
106.1666667;0
106.3333333;0
106.5;0
106.6666667;0
106.8333333;0
107;0
107.1666667;0
107.3333333;0
107.5;0
107.6666667;0
107.8333333;0
108;0
108.1666667;0
108.3333333;0
108.5;0
108.6666667;0
108.8333333;0
109;0
109.1666667;0
109.3333333;0
109.5;0
109.6666667;0
109.8333333;0
110;0
110.1666667;0
110.3333333;0
110.5;0
110.6666667;0
110.8333333;0
111;0
111.1666667;0
111.3333333;0
111.5;0
111.6666667;0
111.8333333;0
112;0
112.1666667;0
112.3333333;0
112.5;0
112.6666667;0
112.8333333;0
113;0
113.1666667;0
113.3333333;0
113.5;0
113.6666667;0
113.8333333;0
114;0
114.1666667;0
114.3333333;0
114.5;0
114.6666667;0
114.8333333;0
115;0
115.1666667;0
115.3333333;0
115.5;0
115.6666667;0
115.8333333;0
116;0
116.1666667;0
116.3333333;0
116.5;0
116.6666667;0
116.8333333;0
117;0
117.1666667;0
117.3333333;0
117.5;0
117.6666667;0
117.8333333;0
118;0
118.1666667;0
118.3333333;0
118.5;0
118.6666667;0
118.8333333;0
119;0
119.1666667;0
119.3333333;0
119.5;0
119.6666667;0
119.8333333;0
120;0
120.1666667;0
120.3333333;0
120.5;0
120.6666667;0
120.8333333;0
121;0
121.1666667;0
121.3333333;0
121.5;0
121.6666667;0
121.8333333;0
122;0
122.1666667;0
122.3333333;0
122.5;0
122.6666667;0
122.8333333;0
123;0
123.1666667;0
123.3333333;0
123.5;0
123.6666667;0
123.8333333;0
124;0
124.1666667;0
124.3333333;0
124.5;0
124.6666667;0
124.8333333;0
125;0
125.1666667;0
125.3333333;0
125.5;0
125.6666667;0
125.8333333;0
126;0
126.1666667;0
126.3333333;0
126.5;0
126.6666667;0
126.8333333;0
127;0
127.1666667;0
127.3333333;0
127.5;0
127.6666667;0
127.8333333;0
128;0
128.1666667;0
128.3333333;0
128.5;0
128.6666667;0
128.8333333;0
129;0
129.1666667;0
129.3333333;0
129.5;0
129.6666667;0
129.8333333;0
130;0
130.1666667;0
130.3333333;0
130.5;0
130.6666667;0
130.8333333;0
131;0
131.1666667;0
131.3333333;0
131.5;0
131.6666667;0
131.8333333;0
132;0
132.1666667;0
132.3333333;0
132.5;0
132.6666667;0
132.8333333;0
133;0
133.1666667;0
133.3333333;0
133.5;0
133.6666667;0
133.8333333;0
134;0
134.1666667;0
134.3333333;0
134.5;0
134.6666667;0
134.8333333;0
135;0
135.1666667;0
135.3333333;0
135.5;0
135.6666667;0
135.8333333;0
136;0
136.1666667;0
136.3333333;0
136.5;0
136.6666667;0
136.8333333;0
137;0
137.1666667;0
137.3333333;0
137.5;0
137.6666667;0
137.8333333;0
138;0
138.1666667;0
138.3333333;0
138.5;0
138.6666667;0
138.8333333;0
139;0
139.1666667;0
139.3333333;0
139.5;0
139.6666667;0
139.8333333;0
140;0
140.1666667;0
140.3333333;0
140.5;0
140.6666667;0
140.8333333;0
141;0
141.1666667;0
141.3333333;0
141.5;0
141.6666667;0
141.8333333;0
142;0
142.1666667;0
142.3333333;0
142.5;0
142.6666667;0
142.8333333;0
143;0
143.1666667;0
143.3333333;0
143.5;0
143.6666667;0
143.8333333;0
144;0
144.1666667;0
144.3333333;0
144.5;0
144.6666667;0
144.8333333;0
145;0
145.1666667;0
145.3333333;0
145.5;0
145.6666667;0
145.8333333;0
146;0
146.1666667;0
146.3333333;0
146.5;0
146.6666667;0
146.8333333;0
147;0
147.1666667;0
147.3333333;0
147.5;0
147.6666667;0
147.8333333;0
148;0
148.1666667;0
148.3333333;0
148.5;0
148.6666667;0
148.8333333;0
149;0
149.1666667;0
149.3333333;0
149.5;0
149.6666667;0
149.8333333;0
150;0
150.1666667;0
150.3333333;0
150.5;0
150.6666667;0
150.8333333;0
151;0
151.1666667;0
151.3333333;0
151.5;0
151.6666667;0
151.8333333;0
152;0
152.1666667;0
152.3333333;0
152.5;0
152.6666667;0
152.8333333;0
153;0
153.1666667;0
153.3333333;0
153.5;0
153.6666667;0
153.8333333;0
154;0
154.1666667;0
154.3333333;0
154.5;0
154.6666667;0
154.8333333;0
155;0
155.1666667;0
155.3333333;0
155.5;0
155.6666667;0
155.8333333;0
156;0
156.1666667;0
156.3333333;0
156.5;0
156.6666667;0
156.8333333;0
157;0
157.1666667;0
157.3333333;0
157.5;0
157.6666667;0
157.8333333;0
158;0
158.1666667;0
158.3333333;0
158.5;0
158.6666667;0
158.8333333;0
159;0
159.1666667;0
159.3333333;0
159.5;0
159.6666667;0
159.8333333;0
160;0
160.1666667;0
160.3333333;0
160.5;0
160.6666667;0
160.8333333;0
161;0
161.1666667;0
161.3333333;0
161.5;0
161.6666667;0
161.8333333;0
162;0
162.1666667;0
162.3333333;0
162.5;0
162.6666667;0
162.8333333;0
163;0
163.1666667;0
163.3333333;0
163.5;0
163.6666667;0
163.8333333;0
164;0
164.1666667;0
164.3333333;0
164.5;0
164.6666667;0
164.8333333;0
165;0
165.1666667;0
165.3333333;0
165.5;0
165.6666667;0
165.8333333;0
166;0
166.1666667;0
166.3333333;0
166.5;0
166.6666667;0
166.8333333;0
167;0
167.1666667;0
167.3333333;0
167.5;0
167.6666667;0
167.8333333;0
168;0
168.1666667;0
168.3333333;0
168.5;0
168.6666667;0
168.8333333;0
169;0
169.1666667;0
169.3333333;0
169.5;0
169.6666667;0
169.8333333;0
170;0
170.1666667;0
170.3333333;0
170.5;0
170.6666667;0
170.8333333;0
171;0
171.1666667;0
171.3333333;0
171.5;0
171.6666667;0
171.8333333;0
172;0
172.1666667;0
172.3333333;0
172.5;0
172.6666667;0
172.8333333;0
173;0
173.1666667;0
173.3333333;0
173.5;0
173.6666667;0
173.8333333;0
174;0
174.1666667;0
174.3333333;0
174.5;0
174.6666667;0
174.8333333;0
175;0
175.1666667;0
175.3333333;0
175.5;0
175.6666667;0
175.8333333;0
176;0
176.1666667;0
176.3333333;0
176.5;0
176.6666667;0
176.8333333;0
177;0
177.1666667;0
177.3333333;0
177.5;0
177.6666667;0
177.8333333;0
178;0
178.1666667;0
178.3333333;0
178.5;0
178.6666667;0
178.8333333;0
179;0
179.1666667;0
179.3333333;0
179.5;0
179.6666667;0
179.8333333;0
180;0
180.1666667;0
180.3333333;0
180.5;0
180.6666667;0
180.8333333;0
181;0
181.1666667;0
181.3333333;0
181.5;0
181.6666667;0
181.8333333;0
182;0
182.1666667;0
182.3333333;0
182.5;0
182.6666667;0
182.8333333;0
183;0
183.1666667;0
183.3333333;0
183.5;0
183.6666667;0
183.8333333;0
184;0
184.1666667;0
184.3333333;0
184.5;0
184.6666667;0
184.8333333;0
185;0
185.1666667;0
185.3333333;0
185.5;0
185.6666667;0
185.8333333;0
186;0
186.1666667;0
186.3333333;0
186.5;0
186.6666667;0
186.8333333;0
187;0
187.1666667;0
187.3333333;0
187.5;0
187.6666667;0
187.8333333;0
188;0
188.1666667;0
188.3333333;0
188.5;0
188.6666667;0
188.8333333;0
189;0
189.1666667;0
189.3333333;0
189.5;0
189.6666667;0
189.8333333;0
190;0
190.1666667;0
190.3333333;0
190.5;0
190.6666667;0
190.8333333;0
191;0
191.1666667;0
191.3333333;0
191.5;0
191.6666667;0
191.8333333;0
192;0
192.1666667;0
192.3333333;0
192.5;0
192.6666667;0
192.8333333;0
193;0
193.1666667;0
193.3333333;0
193.5;0
193.6666667;0
193.8333333;0
194;0
194.1666667;0
194.3333333;0
194.5;0
194.6666667;0
194.8333333;0
195;0
195.1666667;0
195.3333333;0
195.5;0
195.6666667;0
195.8333333;0
196;0
196.1666667;0
196.3333333;0
196.5;0
196.6666667;0
196.8333333;0
197;0
197.1666667;0
197.3333333;0
197.5;0
197.6666667;0
197.8333333;0
198;0
198.1666667;0
198.3333333;0
198.5;0
198.6666667;0
198.8333333;0
199;0
199.1666667;0
199.3333333;0
199.5;0
199.6666667;0
199.8333333;0
200;0
200.1666667;0
200.3333333;0
200.5;0
200.6666667;0
200.8333333;0
201;0
201.1666667;0
201.3333333;0
201.5;0
201.6666667;0
201.8333333;0
202;0
202.1666667;0
202.3333333;0
202.5;0
202.6666667;0
202.8333333;0
203;0
203.1666667;0
203.3333333;0
203.5;0
203.6666667;0
203.8333333;0
204;0
204.1666667;0
204.3333333;0
204.5;0
204.6666667;0
204.8333333;0
205;0
205.1666667;0
205.3333333;0
205.5;0
205.6666667;0
205.8333333;0
206;0
206.1666667;0
206.3333333;0
206.5;0
206.6666667;0
206.8333333;0
207;0
207.1666667;0
207.3333333;0
207.5;0
207.6666667;0
207.8333333;0
208;0
208.1666667;0
208.3333333;0
208.5;0
208.6666667;0
208.8333333;0
209;0
209.1666667;0
209.3333333;0
209.5;0
209.6666667;0
209.8333333;0
210;0
210.1666667;0
210.3333333;0
210.5;0
210.6666667;0
210.8333333;0
211;0
211.1666667;0
211.3333333;0
211.5;0
211.6666667;0
211.8333333;0
212;0
212.1666667;0
212.3333333;0
212.5;0
212.6666667;0
212.8333333;0
213;0
213.1666667;0
213.3333333;0
213.5;0
213.6666667;0
213.8333333;0
214;0
214.1666667;0
214.3333333;0
214.5;0
214.6666667;0
214.8333333;0
215;0
215.1666667;0
215.3333333;0
215.5;0
215.6666667;0
215.8333333;0
216;0
216.1666667;0
216.3333333;0
216.5;0
216.6666667;0
216.8333333;0
217;0
217.1666667;0
217.3333333;0
217.5;0
217.6666667;0
217.8333333;0
218;0
218.1666667;0
218.3333333;0
218.5;0
218.6666667;0
218.8333333;0
219;0
219.1666667;0
219.3333333;0
219.5;0
219.6666667;0
219.8333333;0
220;0
220.1666667;0
220.3333333;0
220.5;0
220.6666667;0
220.8333333;0
221;0
221.1666667;0
221.3333333;0
221.5;0
221.6666667;0
221.8333333;0
222;0
222.1666667;0
222.3333333;0
222.5;0
222.6666667;0
222.8333333;0
223;0
223.1666667;0
223.3333333;0
223.5;0
223.6666667;0
223.8333333;0
224;0
224.1666667;0
224.3333333;0
224.5;0
224.6666667;0
224.8333333;0
225;0
225.1666667;0
225.3333333;0
225.5;0
225.6666667;0
225.8333333;0
226;0
226.1666667;0
226.3333333;0
226.5;0
226.6666667;0
226.8333333;0
227;0
227.1666667;0
227.3333333;0
227.5;0
227.6666667;0
227.8333333;0
228;0
228.1666667;0
228.3333333;0
228.5;0
228.6666667;0
228.8333333;0
229;0
229.1666667;0
229.3333333;0
229.5;0
229.6666667;0
229.8333333;0
230;0
230.1666667;0
230.3333333;0
230.5;0
230.6666667;0.071428571
230.8333333;0.071428571
231;0.071428571
231.1666667;0.071428571
231.3333333;0.071428571
231.5;0.071428571
231.6666667;0.071428571
231.8333333;0.071428571
232;0.071428571
232.1666667;0.071428571
232.3333333;0.071428571
232.5;0.071428571
232.6666667;0.071428571
232.8333333;0.071428571
233;0.071428571
233.1666667;0.071428571
233.3333333;0.071428571
233.5;0.071428571
233.6666667;0.071428571
233.8333333;0.071428571
234;0.071428571
234.1666667;0.071428571
234.3333333;0.071428571
234.5;0.071428571
234.6666667;0.071428571
234.8333333;0.071428571
235;0.071428571
235.1666667;0.071428571
235.3333333;0.071428571
235.5;0.071428571
235.6666667;0.071428571
235.8333333;0.071428571
236;0.071428571
236.1666667;0.071428571
236.3333333;0.071428571
236.5;0.071428571
236.6666667;0.071428571
236.8333333;0.071428571
237;0.071428571
237.1666667;0.071428571
237.3333333;0.071428571
237.5;0.071428571
237.6666667;0.071428571
237.8333333;0.071428571
238;0.071428571
238.1666667;0.071428571
238.3333333;0.071428571
238.5;0.071428571
238.6666667;0.071428571
238.8333333;0.071428571
239;0.071428571
239.1666667;0.071428571
239.3333333;0.071428571
239.5;0.071428571
239.6666667;0.071428571
239.8333333;0.071428571
240;0.071428571
240.1666667;0.071428571
240.3333333;0.071428571
240.5;0.071428571
240.6666667;0.071428571
240.8333333;0.071428571
241;0.071428571
241.1666667;0.071428571
241.3333333;0.071428571
241.5;0.071428571
241.6666667;0.071428571
241.8333333;0.071428571
242;0.071428571
242.1666667;0.071428571
242.3333333;0.071428571
242.5;0.071428571
242.6666667;0.071428571
242.8333333;0.071428571
243;0.071428571
243.1666667;0.071428571
243.3333333;0.071428571
243.5;0.071428571
243.6666667;0.071428571
243.8333333;0.071428571
244;0.071428571
244.1666667;0.071428571
244.3333333;0.071428571
244.5;0.071428571
244.6666667;0.071428571
244.8333333;0.071428571
245;0.071428571
245.1666667;0.071428571
245.3333333;0.071428571
245.5;0.071428571
245.6666667;0.071428571
245.8333333;0.071428571
246;0.071428571
246.1666667;0.071428571
246.3333333;0.071428571
246.5;0.071428571
246.6666667;0.071428571
246.8333333;0.071428571
247;0.071428571
247.1666667;0.071428571
247.3333333;0.071428571
247.5;0.071428571
247.6666667;0.071428571
247.8333333;0.071428571
248;0.071428571
248.1666667;0.071428571
248.3333333;0.071428571
248.5;0.071428571
248.6666667;0.071428571
248.8333333;0.071428571
249;0.071428571
249.1666667;0.071428571
249.3333333;0.071428571
249.5;0.071428571
249.6666667;0.071428571
249.8333333;0.071428571
250;0.071428571
250.1666667;0.071428571
250.3333333;0.071428571
250.5;0.071428571
250.6666667;0.071428571
250.8333333;0.071428571
251;0.071428571
251.1666667;0.071428571
251.3333333;0.071428571
251.5;0.071428571
251.6666667;0.071428571
251.8333333;0.071428571
252;0.071428571
252.1666667;0.071428571
252.3333333;0.071428571
252.5;0.071428571
252.6666667;0.071428571
252.8333333;0.071428571
253;0.071428571
253.1666667;0.071428571
253.3333333;0.071428571
253.5;0.071428571
253.6666667;0.071428571
253.8333333;0.071428571
254;0.071428571
254.1666667;0.071428571
254.3333333;0.071428571
254.5;0.071428571
254.6666667;0.071428571
254.8333333;0.071428571
255;0.071428571
255.1666667;0.071428571
255.3333333;0.071428571
255.5;0.071428571
255.6666667;0.071428571
255.8333333;0.071428571
256;0.071428571
256.1666667;0.071428571
256.3333333;0.071428571
256.5;0.071428571
256.6666667;0.071428571
256.8333333;0.071428571
257;0.071428571
257.1666667;0.071428571
257.3333333;0.071428571
257.5;0.071428571
257.6666667;0.071428571
257.8333333;0.071428571
258;0.071428571
258.1666667;0.071428571
258.3333333;0.071428571
258.5;0.071428571
258.6666667;0.071428571
258.8333333;0.071428571
259;0.071428571
259.1666667;0.071428571
259.3333333;0.071428571
259.5;0.071428571
259.6666667;0.071428571
259.8333333;0.071428571
260;0.071428571
260.1666667;0.071428571
260.3333333;0.071428571
260.5;0.071428571
260.6666667;0.071428571
260.8333333;0.071428571
261;0.071428571
261.1666667;0.071428571
261.3333333;0.071428571
261.5;0.071428571
261.6666667;0.071428571
261.8333333;0.071428571
262;0.071428571
262.1666667;0.071428571
262.3333333;0.071428571
262.5;0.071428571
262.6666667;0.071428571
262.8333333;0.071428571
263;0.071428571
263.1666667;0.071428571
263.3333333;0.071428571
263.5;0.071428571
263.6666667;0.142857143
263.8333333;0.142857143
264;0.142857143
264.1666667;0.142857143
264.3333333;0.142857143
264.5;0.142857143
264.6666667;0.142857143
264.8333333;0.142857143
265;0.142857143
265.1666667;0.142857143
265.3333333;0.142857143
265.5;0.142857143
265.6666667;0.142857143
265.8333333;0.142857143
266;0.142857143
266.1666667;0.142857143
266.3333333;0.142857143
266.5;0.142857143
266.6666667;0.142857143
266.8333333;0.142857143
267;0.142857143
267.1666667;0.142857143
267.3333333;0.142857143
267.5;0.142857143
267.6666667;0.142857143
267.8333333;0.142857143
268;0.142857143
268.1666667;0.142857143
268.3333333;0.142857143
268.5;0.142857143
268.6666667;0.142857143
268.8333333;0.142857143
269;0.142857143
269.1666667;0.142857143
269.3333333;0.142857143
269.5;0.142857143
269.6666667;0.142857143
269.8333333;0.142857143
270;0.142857143
270.1666667;0.142857143
270.3333333;0.142857143
270.5;0.142857143
270.6666667;0.142857143
270.8333333;0.142857143
271;0.142857143
271.1666667;0.142857143
271.3333333;0.142857143
271.5;0.142857143
271.6666667;0.142857143
271.8333333;0.142857143
272;0.142857143
272.1666667;0.142857143
272.3333333;0.142857143
272.5;0.142857143
272.6666667;0.142857143
272.8333333;0.142857143
273;0.142857143
273.1666667;0.142857143
273.3333333;0.142857143
273.5;0.142857143
273.6666667;0.142857143
273.8333333;0.142857143
274;0.142857143
274.1666667;0.142857143
274.3333333;0.142857143
274.5;0.142857143
274.6666667;0.142857143
274.8333333;0.142857143
275;0.142857143
275.1666667;0.142857143
275.3333333;0.142857143
275.5;0.142857143
275.6666667;0.142857143
275.8333333;0.142857143
276;0.142857143
276.1666667;0.142857143
276.3333333;0.142857143
276.5;0.142857143
276.6666667;0.142857143
276.8333333;0.142857143
277;0.142857143
277.1666667;0.142857143
277.3333333;0.142857143
277.5;0.142857143
277.6666667;0.142857143
277.8333333;0.142857143
278;0.142857143
278.1666667;0.142857143
278.3333333;0.142857143
278.5;0.142857143
278.6666667;0.142857143
278.8333333;0.142857143
279;0.142857143
279.1666667;0.142857143
279.3333333;0.142857143
279.5;0.142857143
279.6666667;0.142857143
279.8333333;0.142857143
280;0.142857143
280.1666667;0.142857143
280.3333333;0.142857143
280.5;0.142857143
280.6666667;0.142857143
280.8333333;0.142857143
281;0.142857143
281.1666667;0.142857143
281.3333333;0.142857143
281.5;0.142857143
281.6666667;0.142857143
281.8333333;0.142857143
282;0.142857143
282.1666667;0.142857143
282.3333333;0.142857143
282.5;0.142857143
282.6666667;0.142857143
282.8333333;0.142857143
283;0.142857143
283.1666667;0.142857143
283.3333333;0.142857143
283.5;0.142857143
283.6666667;0.142857143
283.8333333;0.142857143
284;0.142857143
284.1666667;0.142857143
284.3333333;0.142857143
284.5;0.142857143
284.6666667;0.142857143
284.8333333;0.142857143
285;0.142857143
285.1666667;0.142857143
285.3333333;0.142857143
285.5;0.142857143
285.6666667;0.142857143
285.8333333;0.142857143
286;0.142857143
286.1666667;0.142857143
286.3333333;0.142857143
286.5;0.142857143
286.6666667;0.142857143
286.8333333;0.142857143
287;0.142857143
287.1666667;0.142857143
287.3333333;0.142857143
287.5;0.142857143
287.6666667;0.142857143
287.8333333;0.142857143
288;0.142857143
288.1666667;0.142857143
288.3333333;0.142857143
288.5;0.142857143
288.6666667;0.142857143
288.8333333;0.142857143
289;0.142857143
289.1666667;0.142857143
289.3333333;0.142857143
289.5;0.142857143
289.6666667;0.142857143
289.8333333;0.142857143
290;0.142857143
290.1666667;0.142857143
290.3333333;0.142857143
290.5;0.142857143
290.6666667;0.142857143
290.8333333;0.142857143
291;0.142857143
291.1666667;0.142857143
291.3333333;0.142857143
291.5;0.142857143
291.6666667;0.142857143
291.8333333;0.142857143
292;0.142857143
292.1666667;0.142857143
292.3333333;0.142857143
292.5;0.142857143
292.6666667;0.142857143
292.8333333;0.142857143
293;0.142857143
293.1666667;0.142857143
293.3333333;0.142857143
293.5;0.142857143
293.6666667;0.142857143
293.8333333;0.142857143
294;0.142857143
294.1666667;0.142857143
294.3333333;0.142857143
294.5;0.142857143
294.6666667;0.142857143
294.8333333;0.142857143
295;0.142857143
295.1666667;0.142857143
295.3333333;0.142857143
295.5;0.142857143
